stock_code,description,classification_text,description_id,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category,gross_sales,cancellation_value,estimated_net_revenue,units_sold,sales_invoices,known_customers,abc_class
22117,METAL SIGN HER DINNER IS SERVED,METAL SIGN HER DINNER IS SERVED,2389,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5207.7300000000005,2.95,5204.780000000001,1765,230,142,A
21363,HOME SMALL WOOD LETTERS,HOME SMALL WOOD LETTERS,1977,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5296.4800000000005,92.65,5203.830000000001,984,401,224,A
21993,FLORAL FOLK STATIONERY SET,FLORAL FOLK STATIONERY SET,1485,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5216.88,15.0,5201.88,2849,577,208,A
22998,TRAVEL CARD WALLET KEEP CALM,TRAVEL CARD WALLET KEEP CALM,4209,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,5262.82,74.34,5188.48,12366,534,217,A
21718,RED METAL BEACH SPADE,RED METAL BEACH SPADE,3230,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,5250.3,65.0,5185.3,4030,467,223,A
22896,PEG BAG APPLES DESIGN,PEG BAG APPLES DESIGN,2810,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,5230.55,45.900000000000006,5184.650000000001,2076,367,187,A
22842,BISCUIT TIN VINTAGE RED,BISCUIT TIN VINTAGE RED,389,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,5308.58,134.2,5174.38,818,237,183,A
22476,EMPIRE UNION JACK TV DINNER TRAY,EMPIRE UNION JACK TV DINNER TRAY,1317,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5218.61,49.5,5169.11,1332,269,145,A
21587,COSY HOUR GIANT TUBE MATCHES,COSY HOUR GIANT TUBE MATCHES,1001,Lighting & Candles,High,Manual QA correction,Other / Unclear,Low,,,5173.05,15.3,5157.75,2071,260,207,A
22433,WATERING CAN GREEN DINOSAUR,WATERING CAN GREEN DINOSAUR,4424,Garden & Outdoor,High,LLM + rule agreement,Garden & Outdoor,High,Garden & Outdoor,,5186.28,29.25,5157.03,2778,422,211,A
22030,SWALLOWS GREETING CARD,SWALLOWS GREETING CARD,4105,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5197.84,50.4,5147.4400000000005,12735,685,353,A
22894,TABLECLOTH RED APPLES DESIGN,TABLECLOTH RED APPLES DESIGN,4136,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5160.78,17.0,5143.78,561,192,125,A
23162,REGENCY TEA STRAINER,REGENCY TEA STRAINER,3315,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5143.6900000000005,0.0,5143.6900000000005,1412,176,96,A
22801,ANTIQUE GLASS PEDESTAL BOWL,ANTIQUE GLASS PEDESTAL BOWL,204,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5277.95,138.39,5139.56,1300,299,173,A
22412,METAL SIGN NEIGHBOURHOOD WITCH,METAL SIGN NEIGHBOURHOOD WITCH,2391,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5140.820000000001,4.2,5136.620000000001,2401,402,166,A
22472,TV DINNER TRAY DOLLY GIRL,TV DINNER TRAY DOLLY GIRL,4257,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5160.32,24.75,5135.57,1099,250,131,A
21872,GLAMOROUS MUG,GLAMOROUS MUG,1680,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,5163.8,41.47,5122.33,5092,330,169,A
23132,SMALL IVORY HEART WALL ORGANISER,SMALL IVORY HEART WALL ORGANISER,3965,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5138.6,23.0,5115.6,1020,152,115,A
22218,CAKE STAND LACE WHITE,CAKE STAND LACE WHITE,710,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,5365.66,250.75,5114.91,1232,264,143,A
21495,SKULLS AND CROSSBONES WRAP,SKULLS AND CROSSBONES WRAP,3927,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5119.3,10.5,5108.8,12465,376,201,A
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3146,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5190.03,87.5,5102.53,3633,284,98,A
22168,ORGANISER WOOD ANTIQUE WHITE,ORGANISER WOOD ANTIQUE WHITE,2617,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5475.93,381.65,5094.280000000001,659,312,250,A
23263,SET OF 3 WOODEN HEART DECORATIONS,SET OF 3 WOODEN HEART DECORATIONS,3664,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5147.19,58.75,5088.44,3863,445,269,A
21471,STRAWBERRY RAFFIA FOOD COVER,STRAWBERRY RAFFIA FOOD COVER,4079,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5095.63,15.0,5080.63,1406,319,165,A
22610,PENS ASSORTED FUNNY FACE,PENS ASSORTED FUNNY FACE,2814,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5107.54,30.6,5076.94,12680,287,157,A
22374,AIRLINE BAG VINTAGE JET SET RED,AIRLINE BAG VINTAGE JET SET RED,146,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,5099.84,23.35,5076.49,1023,430,226,A
23295,SET OF 12 MINI LOAF BAKING CASES,SET OF 12 MINI LOAF BAKING CASES,3613,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5073.45,10.79,5062.66,6134,444,250,A
22571,ROCKING HORSE RED CHRISTMAS,ROCKING HORSE RED CHRISTMAS,3384,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,5135.24,80.17,5055.07,5780,511,294,A
21578,WOODLAND DESIGN COTTON TOTE BAG,WOODLAND DESIGN COTTON TOTE BAG,4570,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,5062.86,22.5,5040.36,2205,380,184,A
23397,FOOT STOOL HOME SWEET HOME,FOOT STOOL HOME SWEET HOME,1557,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5097.65,59.7,5037.95,489,217,139,A
23234,BISCUIT TIN VINTAGE CHRISTMAS,BISCUIT TIN VINTAGE CHRISTMAS,387,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,5079.78,46.24,5033.54,1722,277,201,A
21544,SKULLS WATER TRANSFER TATTOOS,SKULLS WATER TRANSFER TATTOOS,3937,Fashion & Personal Accessories,High,Manual QA correction,Other / Unclear,Medium,,,5052.21,20.4,5031.81,6064,503,229,A
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,BLUE SAVANNAH PICNIC HAMPER FOR 2,586,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,,5016.91,0.0,5016.91,602,182,28,A
22426,ENAMEL WASH BOWL CREAM,ENAMEL WASH BOWL CREAM,1330,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5133.3,129.7,5003.6,1333,372,182,A
22732,3D VINTAGE CHRISTMAS STICKERS,3D VINTAGE CHRISTMAS STICKERS,69,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,5001.84,0.0,5001.84,3773,337,195,A
23310,BUBBLEGUM RING ASSORTED,BUBBLEGUM RING ASSORTED,680,Fashion & Personal Accessories,High,Manual QA correction,Other / Unclear,Low,,,4997.28,0.0,4997.28,12050,245,146,A
23165,LARGE CERAMIC TOP STORAGE JAR,LARGE CERAMIC TOP STORAGE JAR,2184,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5141.06,154.5,4986.56,3114,280,167,A
21071,VINTAGE BILLBOARD DRINK ME MUG,VINTAGE BILLBOARD DRINK ME MUG,4299,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,4998.32,13.67,4984.65,4269,472,163,A
21112,"SWISS ROLL TOWEL, PINK SPOTS","SWISS ROLL TOWEL, PINK SPOTS",4126,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,5484.26,507.3,4976.96,2222,189,104,A
20977,36 PENCILS TUBE WOODLAND,36 PENCILS TUBE WOODLAND,61,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5069.99,95.0,4974.99,3792,485,242,A
23198,PANTRY MAGNETIC SHOPPING LIST,PANTRY MAGNETIC SHOPPING LIST,2737,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5062.599999999999,92.8,4969.799999999999,3342,475,259,A
23494,VINTAGE DOILY DELUXE SEWING KIT,VINTAGE DOILY DELUXE SEWING KIT,4320,"Stationery, Crafts & Wrapping",High,QA keyword correction,Other / Unclear,Medium,,"Stationery, Crafts & Wrapping",5354.01,386.75,4967.26,809,205,145,A
23314,VINTAGE CHRISTMAS TABLECLOTH,VINTAGE CHRISTMAS TABLECLOTH,4313,Seasonal & Celebrations,High,Keyword rule override,Kitchen & Dining,High,Seasonal & Celebrations,,5012.96,62.5,4950.46,407,117,87,A
85049G,CHOCOLATE BOX RIBBONS,CHOCOLATE BOX RIBBONS,885,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5000.06,56.25,4943.81,3944,562,288,A
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,SET 3 PAPER VINTAGE CHICK PAPER EGG,3581,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,5014.650000000001,71.9,4942.750000000001,1775,214,179,A
47568,ENGLISH ROSE DESIGN PEG BAG,ENGLISH ROSE DESIGN PEG BAG,1335,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,4983.02,44.97,4938.05,2384,410,179,A
23570,TRADITIONAL PICK UP STICKS GAME,TRADITIONAL PICK UP STICKS GAME,4201,Toys & Children,High,LLM only,Toys & Children,High,,,4931.87,0.0,4931.87,2772,276,203,A
46000S,POLYESTER FILLER PAD 40X40CM,POLYESTER FILLER PAD 40X40CM,3091,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,5032.95,101.5,4931.45,3471,380,240,A
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,S/4 VALENTINE DECOUPAGE HEART BOX,3484,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,4927.06,0.0,4927.06,2281,351,186,A
22318,FIVE HEART HANGING DECORATION,FIVE HEART HANGING DECORATION,1471,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4983.9800000000005,59.00000000000001,4924.9800000000005,1583,389,204,A
23556,LANDMARK FRAME COVENT GARDEN,LANDMARK FRAME COVENT GARDEN,2168,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4937.01,12.5,4924.51,436,53,46,A
21896,POTTING SHED TWINE,POTTING SHED TWINE,3130,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4944.04,28.65,4915.39,2387,290,187,A
21713,CITRONELLA CANDLE FLOWERPOT,CITRONELLA CANDLE FLOWERPOT,941,Garden & Outdoor,High,Keyword rule override,Lighting & Candles,High,Garden & Outdoor,,5145.4400000000005,233.00000000000003,4912.4400000000005,2733,391,232,A
22604,SET OF 4 NAPKIN CHARMS CUTLERY,SET OF 4 NAPKIN CHARMS CUTLERY,3690,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,4957.62,61.2,4896.42,2017,247,162,A
21207,SKULL AND CROSSBONES GARLAND,SKULL AND CROSSBONES GARLAND,3923,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5597.42,709.25,4888.17,3601,282,167,A
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,FOLDING UMBRELLA RED/WHITE POLKADOT,1538,Fashion & Personal Accessories,High,QA keyword correction,"Bags, Storage & Travel",High,,Fashion & Personal Accessories,5026.21,148.5,4877.71,1348,254,134,A
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,SET/6 PURPLE BUTTERFLY T-LIGHTS,3831,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,4898.400000000001,25.200000000000003,4873.200000000001,2194,399,123,A
23503,PLAYING CARDS KEEP CALM & CARRY ON,PLAYING CARDS KEEP CALM & CARRY ON,3076,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4860.55,2.5,4858.05,3643,335,284,A
84968E,SET OF 16 VINTAGE BLACK CUTLERY,SET OF 16 VINTAGE BLACK CUTLERY,3617,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,4894.61,51.0,4843.61,403,111,41,A
22509,SEWING BOX RETROSPOT DESIGN,SEWING BOX RETROSPOT DESIGN,3842,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5130.36,288.04999999999995,4842.31,387,187,142,A
22276,WASH BAG VINTAGE ROSE PAISLEY,WASH BAG VINTAGE ROSE PAISLEY,4420,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,,4884.860000000001,42.9,4841.960000000001,1889,373,213,A
23010,CIRCUS PARADE BABY GIFT SET,CIRCUS PARADE BABY GIFT SET,938,Toys & Children,High,LLM only,Toys & Children,High,,,4879.599999999999,50.85,4828.749999999999,315,111,73,A
23554,LANDMARK FRAME OXFORD STREET,LANDMARK FRAME OXFORD STREET,2171,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4805.53,0.0,4805.53,422,57,49,A
23555,LANDMARK FRAME NOTTING HILL,LANDMARK FRAME NOTTING HILL,2170,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4780.57,0.0,4780.57,421,50,45,A
21986,PACK OF 12 PINK POLKADOT TISSUES,PACK OF 12 PINK POLKADOT TISSUES,2666,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Low,,Bathroom & Personal Care,4786.13,6.959999999999999,4779.17,13476,469,275,A
23351,ROLL WRAP 50'S CHRISTMAS,ROLL WRAP 50'S CHRISTMAS,3386,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,4875.65,104.88,4770.77,3535,354,242,A
22688,DOORMAT PEACE ON EARTH BLUE,DOORMAT PEACE ON EARTH BLUE,1202,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4756.7,0.0,4756.7,865,93,77,A
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,SET/3 OCEAN SCENT CANDLE JEWEL BOX,3776,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,,4866.81,119.0,4747.81,1085,244,112,A
23389,SPACEBOY MINI BACKPACK,SPACEBOY MINI BACKPACK,4028,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,4751.49,8.3,4743.19,1115,237,159,A
21249,WOODLAND HEIGHT CHART STICKERS,WOODLAND HEIGHT CHART STICKERS,4571,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4770.530000000001,46.400000000000006,4724.130000000001,1661,259,156,A
22593,CHRISTMAS GINGHAM STAR,CHRISTMAS GINGHAM STAR,900,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,4823.9,103.68,4720.219999999999,5420,415,247,A
22027,TEA PARTY BIRTHDAY CARD,TEA PARTY BIRTHDAY CARD,4143,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,4806.49,87.12,4719.37,11297,845,335,A
22672,FRENCH BATHROOM SIGN BLUE METAL,FRENCH BATHROOM SIGN BLUE METAL,1564,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4736.11,28.05,4708.06,2850,370,227,A
23569,TRADTIONAL ALPHABET STAMP SET,TRADTIONAL ALPHABET STAMP SET,4204,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4717.66,9.9,4707.76,954,192,152,A
23286,BLUE VINTAGE SPOT BEAKER,BLUE VINTAGE SPOT BEAKER,614,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4747.62,41.65,4705.97,5048,222,125,A
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,MAGNETS PACK OF 4 CHILDHOOD MEMORY,2349,Toys & Children,High,LLM only,Toys & Children,High,,,4734.6,30.0,4704.6,4040,277,180,A
23558,LANDMARK FRAME LONDON BRIDGE,LANDMARK FRAME LONDON BRIDGE,2169,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4703.87,0.0,4703.87,415,52,43,A
23184,BULL DOG BOTTLE OPENER,BULL DOG BOTTLE OPENER,683,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4764.5,64.35,4700.15,874,264,129,A
23157,SET OF 6 NATIVITY MAGNETS,SET OF 6 NATIVITY MAGNETS,3718,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,5143.06,444.0,4699.06,2557,163,111,A
22434,BALLOON PUMP WITH 10 BALLOONS,BALLOON PUMP WITH 10 BALLOONS,317,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,4733.49,35.1,4698.389999999999,2547,281,203,A
22128,PARTY CONES CANDY ASSORTED,PARTY CONES CANDY ASSORTED,2777,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4759.59,70.0,4689.59,3923,195,143,A
22305,COFFEE MUG PINK PAISLEY DESIGN,COFFEE MUG PINK PAISLEY DESIGN,978,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,4711.53,28.05,4683.48,2267,144,87,A
22583,PACK OF 6 HANDBAG GIFT BOXES,PACK OF 6 HANDBAG GIFT BOXES,2685,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",,4955.75,272.85,4682.9,1873,349,250,A
22562,MONSTERS STENCIL CRAFT,MONSTERS STENCIL CRAFT,2478,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4682.3,0.0,4682.3,3978,393,251,A
22721,SET OF 3 CAKE TINS SKETCHBOOK,SET OF 3 CAKE TINS SKETCHBOOK,3644,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4671.81,0.0,4671.81,1020,297,183,A
20963,APPLE BATH SPONGE,APPLE BATH SPONGE,219,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,4676.15,12.5,4663.65,3459,509,168,A
23159,SET OF 5 PANCAKE DAY MAGNETS,SET OF 5 PANCAKE DAY MAGNETS,3706,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,4713.52,52.0,4661.52,2293,223,121,A
20681,PINK SPOTTY CHILDS UMBRELLA,PINK SPOTTY CHILDS UMBRELLA,3025,Fashion & Personal Accessories,High,QA keyword correction,Toys & Children,High,,Fashion & Personal Accessories,4757.15,99.75,4657.4,1405,341,184,A
21916,SET 12 RETRO WHITE CHALK STICKS,SET 12 RETRO WHITE CHALK STICKS,3574,Toys & Children,High,LLM only,Toys & Children,High,,,4751.06,94.5,4656.56,11011,713,304,A
23241,TREASURE TIN GYMKHANA DESIGN,TREASURE TIN GYMKHANA DESIGN,4223,Other / Unclear,Low,LLM only,Other / Unclear,Low,,,4669.55,14.56,4654.99,2165,363,183,A
22304,COFFEE MUG BLUE PAISLEY DESIGN,COFFEE MUG BLUE PAISLEY DESIGN,974,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,4689.56,44.55,4645.01,2380,167,98,A
15044B,BLUE PAPER PARASOL,BLUE PAPER PARASOL,558,Fashion & Personal Accessories,High,QA keyword correction,Other / Unclear,Medium,,Fashion & Personal Accessories,4644.13,2.95,4641.18,1670,189,97,A
22075,6 RIBBONS ELEGANT CHRISTMAS,6 RIBBONS ELEGANT CHRISTMAS,103,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,4660.69,19.8,4640.889999999999,3079,358,201,A
18098C,PORCELAIN BUTTERFLY OIL BURNER,PORCELAIN BUTTERFLY OIL BURNER,3110,Lighting & Candles,High,LLM only,Lighting & Candles,High,,,4710.74,70.80000000000001,4639.94,1515,371,104,A
21069,VINTAGE BILLBOARD TEA MUG,VINTAGE BILLBOARD TEA MUG,4302,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,,5404.360000000001,770.8900000000001,4633.47,5099,279,110,A
21534,DAIRY MAID LARGE MILK JUG,DAIRY MAID LARGE MILK JUG,1083,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4768.64,143.55,4625.09,938,342,199,A
22442,GROW YOUR OWN FLOWERS SET OF 3,GROW YOUR OWN FLOWERS SET OF 3,1847,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4765.32,141.9,4623.42,866,172,140,A
21328,BALLOONS WRITING SET,BALLOONS WRITING SET,319,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,,4612.63,0.0,4612.63,2441,643,257,A
22474,SPACEBOY TV DINNER TRAY,SPACEBOY TV DINNER TRAY,4030,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4746.53,136.0,4610.53,972,254,144,A
82581,TOILET METAL SIGN,TOILET METAL SIGN,4185,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4649.0,38.66,4610.34,8399,913,371,A
20961,STRAWBERRY BATH SPONGE,STRAWBERRY BATH SPONGE,4070,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,4687.65,88.75,4598.9,3530,514,177,A
22956,36 FOIL HEART CAKE CASES,36 FOIL HEART CAKE CASES,56,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4878.900000000001,283.20000000000005,4595.700000000001,2494,256,189,A
23176,ABC TREASURE BOOK BOX,ABC TREASURE BOOK BOX,123,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4693.08,101.25,4591.83,2165,226,159,A
23285,PINK VINTAGE SPOT BEAKER,PINK VINTAGE SPOT BEAKER,3043,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4572.41,1.7,4570.71,4807,191,108,A
21811,HANGING HEART WITH BELL,HANGING HEART WITH BELL,1890,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,4577.18,18.72,4558.46,6340,382,199,A
10135,COLOURING PENCILS BROWN TUBE,COLOURING PENCILS BROWN TUBE,986,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4566.21,13.75,4552.46,4226,324,178,A
22601,CHRISTMAS RETROSPOT ANGEL WOOD,CHRISTMAS RETROSPOT ANGEL WOOD,913,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,,4547.19,3.4,4543.79,5250,417,257,A
15044D,RED PAPER PARASOL,RED PAPER PARASOL,3234,Fashion & Personal Accessories,High,QA keyword correction,Other / Unclear,Medium,,Fashion & Personal Accessories,4559.650000000001,26.15,4533.500000000001,1596,227,105,A
22691,DOORMAT WELCOME SUNRISE,DOORMAT WELCOME SUNRISE,1211,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,,5198.6,665.35,4533.25,758,218,124,A
84270,ASSTD DESIGN BUBBLE GUM RING,ASSTD DESIGN BUBBLE GUM RING,291,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4824.3,293.40000000000003,4530.900000000001,22936,476,249,A
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,ANTIQUE TALL SWIRLGLASS TRINKET POT,217,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4586.4,60.0,4526.4,1127,268,149,A
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,MAKE YOUR OWN FLOWERPOWER CARD KIT,2355,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4542.500000000001,17.700000000000003,4524.800000000001,1502,351,199,A
22908,PACK OF 20 NAPKINS RED APPLES,PACK OF 20 NAPKINS RED APPLES,2680,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4524.0,5.949999999999999,4518.05,5610,485,266,A
21990,MODERN FLORAL STATIONERY SET,MODERN FLORAL STATIONERY SET,2470,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4530.54,15.0,4515.54,2453,497,170,A
22107,PIZZA PLATE IN BOX,PIZZA PLATE IN BOX,3062,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4840.59,330.71000000000004,4509.88,1240,369,118,A
21506,"FANCY FONT BIRTHDAY CARD,","FANCY FONT BIRTHDAY CARD,",1405,Seasonal & Celebrations,High,Keyword rule override,"Stationery, Crafts & Wrapping",High,Seasonal & Celebrations,,4534.49,25.2,4509.29,10878,665,310,A
22564,ALPHABET STENCIL CRAFT,ALPHABET STENCIL CRAFT,158,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,5221.4,721.07,4500.33,4570,343,208,A
22736,RIBBON REEL MAKING SNOWMEN,RIBBON REEL MAKING SNOWMEN,3363,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,,4538.28,37.95,4500.33,2527,408,232,A
23168,CLASSIC CAFE SUGAR DISPENSER,CLASSIC CAFE SUGAR DISPENSER,947,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,,4558.67,65.61,4493.06,3291,337,140,A
21564,PINK HEART SHAPE LOVE BUCKET,PINK HEART SHAPE LOVE BUCKET,2947,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,,4524.5,31.65,4492.85,1951,294,134,A
22747,POPPY'S PLAYHOUSE BATHROOM,POPPY'S PLAYHOUSE BATHROOM,3105,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,,4487.2,12.6,4474.599999999999,2035,402,241,A
