invoice_no,cancellation_date,customer_id,country,cancelled_lines,cancelled_products,cancelled_units,cancellation_value
C527589,2010-10-18 13:39:00,16772,United Kingdom,2,2,26,41.1
C579866,2011-11-30 16:39:00,17528,United Kingdom,1,1,2,41.0
C564362,2011-08-24 16:20:00,13148,United Kingdom,4,4,6,40.95
C491019,2009-12-08 18:47:00,15137,United Kingdom,3,3,38,40.9
C535093,2010-11-25 10:26:00,15291,United Kingdom,2,2,3,40.85
C517380,2010-07-28 17:16:00,15079,United Kingdom,2,2,4,40.8
C494877,2010-01-19 12:39:00,14113,United Kingdom,1,1,48,40.8
C543787,2011-02-11 17:05:00,15061,United Kingdom,1,1,48,40.8
C543671,2011-02-11 11:24:00,18087,United Kingdom,2,2,48,40.8
C491398,2009-12-10 16:45:00,12933,United Kingdom,2,2,48,40.8
C540938,2011-01-12 12:10:00,15061,United Kingdom,1,1,48,40.8
C529908,2010-10-31 14:12:00,16928,United Kingdom,2,2,48,40.8
C540787,2011-01-11 11:45:00,13408,United Kingdom,2,2,16,40.8
C538536,2010-12-13 10:40:00,15881,United Kingdom,1,1,48,40.8
C521323,2010-09-03 12:20:00,14045,United Kingdom,1,1,16,40.8
C507598,2010-05-10 13:22:00,15555,United Kingdom,4,4,8,40.8
C577819,2011-11-22 09:23:00,17313,United Kingdom,4,4,20,40.71
C540535,2011-01-09 14:17:00,15005,United Kingdom,13,12,15,40.65
C547237,2011-03-21 16:29:00,16080,United Kingdom,1,1,24,40.56
C553483,2011-05-17 12:10:00,17527,United Kingdom,1,1,24,40.56
C570484,2011-10-10 17:08:00,14911,EIRE,2,2,18,40.50000000000001
C511674,2010-06-09 14:52:00,17411,United Kingdom,3,3,6,40.5
C515307,2010-07-09 16:18:00,13612,United Kingdom,2,2,6,40.5
C495635,2010-01-26 10:54:00,15950,United Kingdom,1,1,6,40.5
C567688,2011-09-21 16:48:00,13282,United Kingdom,1,1,6,40.5
C555881,2011-06-07 15:37:00,12473,Germany,7,7,71,40.46
C521131,2010-09-02 12:49:00,13564,United Kingdom,6,6,6,40.45
C527606,2010-10-18 13:43:00,18075,United Kingdom,4,4,9,40.45
C580826,2011-12-06 11:37:00,17490,United Kingdom,2,2,32,40.4
C499917,2010-03-03 12:16:00,14298,United Kingdom,1,1,96,40.32
C526743,2010-10-12 18:30:00,12993,United Kingdom,2,2,96,40.32
C498506,2010-02-19 11:35:00,17949,United Kingdom,1,1,96,40.32
C543659,2011-02-11 10:40:00,16730,United Kingdom,2,2,96,40.32
C536195,2010-11-30 12:50:00,14756,United Kingdom,3,3,4,40.3
C491466,2009-12-11 11:52:00,13958,United Kingdom,7,7,14,40.3
C559502,2011-07-08 14:53:00,13338,United Kingdom,4,4,8,40.2
C557142,2011-06-17 10:06:00,12678,France,2,2,24,40.2
C538833,2010-12-14 13:05:00,14680,United Kingdom,5,5,8,40.199999999999996
C521022,2010-09-01 15:12:00,12720,Germany,6,6,18,40.14
C545457,2011-03-02 17:18:00,17428,United Kingdom,4,4,9,40.05
C519661,2010-08-19 12:04:00,12801,Sweden,1,1,1,39.95
C575056,2011-11-08 12:24:00,17736,United Kingdom,1,1,1,39.95
C541787,2011-01-21 12:56:00,12829,United Kingdom,1,1,1,39.95
C501861,2010-03-21 11:36:00,14080,United Kingdom,1,1,1,39.95
C522154,2010-09-13 10:48:00,16985,United Kingdom,1,1,1,39.95
C563459,2011-08-16 14:51:00,17048,United Kingdom,1,1,1,39.95
C538314,2010-12-10 13:52:00,15514,United Kingdom,1,1,47,39.95
C548982,2011-04-05 12:27:00,15018,United Kingdom,1,1,1,39.95
C553563,2011-05-17 17:39:00,14342,United Kingdom,1,1,6,39.900000000000006
C492709,2009-12-18 09:40:00,12471,Germany,6,6,10,39.9
C576565,2011-11-15 13:39:00,13066,United Kingdom,1,1,2,39.9
C573097,2011-10-27 14:42:00,15038,United Kingdom,3,3,30,39.9
C575055,2011-11-08 12:22:00,14329,United Kingdom,1,1,2,39.9
C544696,2011-02-23 09:41:00,14735,United Kingdom,2,2,18,39.9
C564207,2011-08-24 09:06:00,15270,United Kingdom,3,3,44,39.89
C520965,2010-09-01 12:19:00,13777,United Kingdom,4,4,18,39.86
C520853,2010-08-31 13:13:00,12709,Germany,4,4,6,39.849999999999994
C524385,2010-09-28 17:56:00,13635,United Kingdom,4,4,13,39.84
C534029,2010-11-19 15:09:00,15329,United Kingdom,1,1,4,39.8
C514145,2010-06-30 13:57:00,13920,United Kingdom,2,2,4,39.8
C569456,2011-10-04 11:22:00,17675,United Kingdom,2,2,4,39.8
C576325,2011-11-14 15:13:00,15050,United Kingdom,1,1,4,39.8
C536252,2010-11-30 14:50:00,13329,United Kingdom,1,1,4,39.8
C558439,2011-06-29 12:53:00,12584,Italy,3,3,4,39.8
C541817,2011-01-21 16:11:00,13929,United Kingdom,1,1,4,39.8
C490985,2009-12-08 17:04:00,15903,United Kingdom,1,1,4,39.8
C565001,2011-08-31 16:23:00,17675,United Kingdom,1,1,4,39.8
C530284,2010-11-02 12:10:00,14897,United Kingdom,1,1,4,39.8
C492447,2009-12-17 11:23:00,15903,United Kingdom,1,1,4,39.8
C541829,2011-01-21 17:08:00,14175,United Kingdom,2,2,4,39.8
C579532,2011-11-30 09:21:00,12494,France,1,1,4,39.8
C533778,2010-11-18 16:16:00,14911,EIRE,2,2,4,39.8
C514031,2010-06-30 11:37:00,14156,EIRE,2,2,8,39.8
C507663,2010-05-10 16:58:00,14430,United Kingdom,1,1,4,39.8
C501823,2010-03-19 15:27:00,13564,United Kingdom,1,1,5,39.75
C511622,2010-06-09 12:40:00,17888,United Kingdom,1,1,5,39.75
C517562,2010-07-30 07:47:00,15827,United Kingdom,3,3,4,39.7
C562124,2011-08-02 17:23:00,13081,United Kingdom,7,7,35,39.7
C534031,2010-11-19 15:13:00,13961,United Kingdom,2,2,4,39.7
C562423,2011-08-04 17:06:00,12584,Italy,3,3,5,39.65
C523383,2010-09-21 19:44:00,18136,United Kingdom,3,3,7,39.65
C490929,2009-12-08 13:42:00,13915,United Kingdom,2,2,8,39.6
C517468,2010-07-29 11:48:00,16176,United Kingdom,2,2,24,39.6
C566472,2011-09-12 18:19:00,16187,United Kingdom,1,1,8,39.6
C558764,2011-07-03 13:08:00,15023,United Kingdom,1,1,8,39.6
C561069,2011-07-24 14:50:00,16570,United Kingdom,1,1,24,39.6
C577345,2011-11-18 15:16:00,15563,United Kingdom,1,1,8,39.6
C541261,2011-01-16 15:48:00,14404,United Kingdom,1,1,8,39.6
C576183,2011-11-14 11:23:00,12476,Germany,2,2,24,39.6
C553875,2011-05-19 14:44:00,15660,United Kingdom,1,1,8,39.6
C494043,2010-01-11 11:59:00,12709,Germany,1,1,24,39.6
C539830,2010-12-22 13:13:00,14944,United Kingdom,1,1,8,39.6
C524935,2010-10-01 11:52:00,17389,United Kingdom,1,1,10,39.5
C502092,2010-03-22 16:50:00,17539,United Kingdom,1,1,10,39.5
C531858,2010-11-10 10:25:00,17702,United Kingdom,4,4,5,39.45
C531384,2010-11-07 17:44:00,,United Kingdom,2,2,35,39.410000000000004
C495147,2010-01-21 11:40:00,17172,United Kingdom,2,2,12,39.400000000000006
C540270,2011-01-06 11:40:00,14680,United Kingdom,4,4,8,39.39999999999999
C570478,2011-10-10 16:55:00,14644,United Kingdom,2,2,5,39.349999999999994
C504565,2010-04-14 14:13:00,14916,United Kingdom,2,2,22,39.3
C548976,2011-04-05 11:50:00,17725,United Kingdom,3,3,16,39.2
C548713,2011-04-03 14:53:00,17337,United Kingdom,3,3,16,39.2
C567331,2011-09-19 14:50:00,16609,United Kingdom,3,3,8,39.2
C547889,2011-03-28 10:02:00,14410,United Kingdom,9,9,11,39.150000000000006
C515994,2010-07-16 08:30:00,12633,Germany,3,3,7,39.15
C517465,2010-07-29 11:44:00,17865,United Kingdom,4,4,15,39.14
C574065,2011-11-02 14:43:00,13271,United Kingdom,5,5,72,39.12
C536015,2010-11-29 15:32:00,15005,United Kingdom,6,6,8,39.0
C537234,2010-12-06 09:40:00,16161,United Kingdom,1,1,20,39.0
C495714,2010-01-26 13:53:00,14194,United Kingdom,1,1,12,39.0
C504366,2010-04-13 10:50:00,15125,United Kingdom,2,2,6,39.0
C577163,2011-11-18 10:27:00,16678,United Kingdom,1,1,12,39.0
C499462,2010-02-28 11:22:00,13564,United Kingdom,5,5,21,38.95
C517463,2010-07-29 11:39:00,13102,United Kingdom,3,3,5,38.95
C490513,2009-12-06 14:58:00,17610,United Kingdom,9,9,10,38.95
C492674,2009-12-17 18:15:00,14606,United Kingdom,3,3,4,38.9
C562921,2011-08-10 14:17:00,13767,United Kingdom,4,4,6,38.9
C491610,2009-12-11 13:42:00,14135,United Kingdom,1,1,23,38.87
C564854,2011-08-31 08:56:00,17865,United Kingdom,3,3,5,38.75
C525078,2010-10-03 15:31:00,13590,United Kingdom,1,1,6,38.7
C564104,2011-08-23 10:38:00,12530,Germany,2,2,13,38.650000000000006
C581464,2011-12-08 18:57:00,15951,United Kingdom,2,2,7,38.650000000000006
C549898,2011-04-12 16:00:00,13078,United Kingdom,3,3,5,38.65
C495814,2010-01-27 10:21:00,14137,United Kingdom,3,3,62,38.6
C501350,2010-03-16 10:52:00,18094,United Kingdom,3,3,18,38.6
C541821,2011-01-21 16:41:00,15281,United Kingdom,5,5,8,38.5
C506001,2010-04-27 11:00:00,13281,United Kingdom,3,3,25,38.45
C576230,2011-11-14 13:15:00,17602,United Kingdom,4,4,5,38.45
C572488,2011-10-24 13:57:00,12474,Germany,3,3,15,38.45
C505205,2010-04-20 16:41:00,16057,United Kingdom,2,2,24,38.4
C524344,2010-09-28 16:11:00,13729,United Kingdom,4,4,12,38.4
C489518,2009-12-01 11:35:00,15461,United Kingdom,3,3,4,38.4
C557650,2011-06-21 17:17:00,15152,United Kingdom,2,2,3,38.4
C525651,2010-10-06 12:13:00,13554,United Kingdom,5,5,9,38.35
C509174,2010-05-20 15:59:00,12820,United Kingdom,2,2,36,38.28
C513488,2010-06-24 18:31:00,14857,United Kingdom,1,1,3,38.25
C526839,2010-10-13 11:56:00,15611,United Kingdom,1,1,3,38.25
C511822,2010-06-10 16:25:00,15633,United Kingdom,1,1,9,38.25
C568418,2011-09-27 11:11:00,15763,United Kingdom,2,2,3,38.25
C506385,2010-04-29 12:41:00,18009,United Kingdom,1,1,9,38.25
C528401,2010-10-22 08:53:00,17147,United Kingdom,1,1,3,38.25
C528339,2010-10-21 14:04:00,15255,United Kingdom,2,2,15,38.25
C525560,2010-10-05 19:56:00,17146,United Kingdom,1,1,3,38.25
C549582,2011-04-11 09:45:00,12656,France,1,1,3,38.25
C521232,2010-09-03 11:13:00,16292,United Kingdom,1,1,3,38.25
C549945,2011-04-13 12:39:00,18270,United Kingdom,1,1,3,38.25
C523869,2010-09-24 12:53:00,14994,United Kingdom,8,8,85,38.230000000000004
C550485,2011-04-18 14:15:00,13317,United Kingdom,3,3,17,38.21
C520053,2010-08-23 14:58:00,13798,United Kingdom,11,11,29,38.199999999999996
C561227,2011-07-26 10:15:00,12431,Australia,1,1,36,38.16
C572554,2011-10-24 17:16:00,17317,United Kingdom,1,1,36,38.16
C572556,2011-10-24 17:26:00,17317,United Kingdom,1,1,36,38.16
C531588,2010-11-09 11:11:00,14482,United Kingdom,1,1,36,38.16
C491369,2009-12-10 15:57:00,12979,United Arab Emirates,1,1,36,38.16
C519043,2010-08-13 11:29:00,13511,United Kingdom,1,1,7,38.15
C498854,2010-02-23 12:16:00,12523,France,3,3,5,38.15
C493849,2010-01-07 15:32:00,15222,United Kingdom,9,9,38,38.059999999999995
C562281,2011-08-04 10:36:00,12476,Germany,5,5,10,38.050000000000004
C559030,2011-07-05 14:51:00,16571,United Kingdom,9,9,36,37.96
C575839,2011-11-11 11:40:00,12517,Germany,2,2,23,37.95
C491441,2009-12-11 10:32:00,15311,United Kingdom,6,6,9,37.95
C510418,2010-05-30 11:31:00,14546,United Kingdom,1,1,23,37.95
C546903,2011-03-17 18:31:00,16217,United Kingdom,3,3,14,37.8
C561328,2011-07-26 13:54:00,12471,Germany,2,2,4,37.8
C502304,2010-03-24 09:32:00,18187,United Kingdom,5,5,5,37.75
C499288,2010-02-25 19:21:00,18172,United Kingdom,2,2,6,37.7
C492887,2009-12-21 12:01:00,17908,United Kingdom,2,2,26,37.7
C506490,2010-04-30 10:50:00,15221,United Kingdom,2,2,7,37.650000000000006
C571925,2011-10-19 16:31:00,13115,United Kingdom,3,3,7,37.65
C536822,2010-12-02 17:19:00,14625,United Kingdom,2,2,3,37.65
C540250,2011-01-05 16:02:00,17511,United Kingdom,8,8,10,37.6
C580711,2011-12-05 16:36:00,16057,United Kingdom,3,3,4,37.6
C530521,2010-11-03 12:40:00,13554,United Kingdom,5,5,5,37.589999999999996
C574954,2011-11-08 09:52:00,18223,United Kingdom,4,4,11,37.57
C564907,2011-08-31 12:24:00,18225,United Kingdom,7,7,9,37.55
C518372,2010-08-08 10:40:00,15580,United Kingdom,10,10,14,37.54
C533833,2010-11-19 10:32:00,17396,United Kingdom,1,1,30,37.5
C575142,2011-11-08 15:36:00,17183,United Kingdom,1,1,30,37.5
C521346,2010-09-03 14:07:00,16289,United Kingdom,1,1,10,37.5
C534962,2010-11-24 15:35:00,17998,United Kingdom,1,1,30,37.5
C542593,2011-01-28 16:50:00,15549,United Kingdom,1,1,10,37.5
C554849,2011-05-26 19:58:00,17865,United Kingdom,4,4,7,37.48
C491402,2009-12-10 17:16:00,14507,United Kingdom,7,7,21,37.44
C568419,2011-09-27 11:16:00,13694,United Kingdom,1,1,96,37.44
C570902,2011-10-13 10:53:00,17724,United Kingdom,5,5,11,37.35
C580751,2011-12-06 09:56:00,12921,United Kingdom,2,2,12,37.3
C555272,2011-06-01 16:29:00,16496,United Kingdom,2,2,20,37.3
C545997,2011-03-08 14:35:00,12679,France,3,3,15,37.25
C551018,2011-04-26 11:19:00,12705,Germany,9,9,16,37.25
C509449,2010-05-24 09:19:00,,United Kingdom,3,3,3,37.2
C508741,2010-05-18 11:30:00,14680,United Kingdom,4,4,21,37.120000000000005
C506987,2010-05-05 13:29:00,16131,United Kingdom,3,3,5,37.05
C558745,2011-07-01 17:02:00,14415,United Kingdom,8,8,23,37.01
C489588,2009-12-01 14:01:00,13711,United Kingdom,3,3,5,36.95
C527032,2010-10-14 12:16:00,17720,United Kingdom,2,2,4,36.9
C490051,2009-12-03 13:06:00,16163,United Kingdom,2,2,4,36.9
C570515,2011-10-11 10:39:00,12719,France,3,3,13,36.85000000000001
C564427,2011-08-25 11:18:00,17841,United Kingdom,6,6,7,36.82
C502332,2010-03-24 10:42:00,14911,EIRE,5,5,6,36.8
C567518,2011-09-20 16:28:00,,EIRE,2,2,13,36.75
C552021,2011-05-05 17:57:00,15125,United Kingdom,1,1,51,36.72
C538713,2010-12-14 10:53:00,16570,United Kingdom,2,2,3,36.65
C502325,2010-03-24 10:23:00,14645,United Kingdom,6,6,13,36.65
C513477,2010-06-24 16:56:00,14459,United Kingdom,1,1,1,36.6
C578062,2011-11-22 15:30:00,12471,Germany,3,3,10,36.6
C532283,2010-11-11 13:11:00,13246,United Kingdom,2,2,19,36.550000000000004
C507486,2010-05-10 11:58:00,12474,Germany,3,3,7,36.55
C530673,2010-11-04 10:58:00,14276,United Kingdom,4,4,27,36.55
C545728,2011-03-07 11:41:00,12484,Spain,3,3,5,36.5
C530286,2010-11-02 12:13:00,13824,United Kingdom,3,3,7,36.45
C551948,2011-05-05 11:21:00,17511,United Kingdom,8,8,11,36.43
C503209,2010-03-30 15:55:00,12681,France,4,4,10,36.4
C491614,2009-12-11 13:55:00,15179,United Kingdom,5,5,21,36.4
C506349,2010-04-29 11:59:00,14680,United Kingdom,7,7,12,36.4
C506486,2010-04-30 10:38:00,14156,EIRE,5,5,34,36.4
C547232,2011-03-21 16:15:00,12994,United Kingdom,6,6,7,36.2
C519225,2010-08-15 12:35:00,15311,United Kingdom,5,5,12,36.15
C581466,2011-12-08 19:20:00,13883,United Kingdom,5,5,7,36.15
C571860,2011-10-19 13:42:00,14175,United Kingdom,7,7,9,36.14
C563107,2011-08-12 10:17:00,12709,Germany,4,4,15,36.050000000000004
C507612,2010-05-10 14:03:00,15311,United Kingdom,6,6,10,36.040000000000006
C571707,2011-10-18 15:33:00,14056,United Kingdom,11,11,18,36.019999999999996
C565962,2011-09-08 11:25:00,14410,United Kingdom,10,10,43,36.0
C517647,2010-07-30 13:42:00,14828,United Kingdom,1,1,48,36.0
C564217,2011-08-24 09:24:00,12994,United Kingdom,6,6,12,36.0
C539661,2010-12-21 10:16:00,12971,United Kingdom,1,1,48,36.0
C502302,2010-03-24 09:29:00,15291,United Kingdom,4,4,8,35.95
C500026,2010-03-04 11:18:00,14527,United Kingdom,1,1,1,35.95
C570203,2011-10-07 16:49:00,15311,United Kingdom,11,11,20,35.81
C543605,2011-02-10 14:11:00,13110,United Kingdom,1,1,4,35.8
C502335,2010-03-24 10:44:00,16556,United Kingdom,5,5,6,35.8
C532645,2010-11-14 09:59:00,16444,United Kingdom,1,1,4,35.8
C549955,2011-04-13 13:38:00,12359,Cyprus,2,2,4,35.8
C576409,2011-11-15 11:20:00,15298,United Kingdom,1,1,4,35.8
C515785,2010-07-14 15:40:00,14020,United Kingdom,4,4,7,35.75
C550489,2011-04-18 14:30:00,16033,United Kingdom,1,1,6,35.7
C535276,2010-11-25 13:56:00,15021,United Kingdom,1,1,6,35.7
C518256,2010-08-05 18:12:00,13047,United Kingdom,2,2,7,35.650000000000006
C497193,2010-02-07 10:29:00,14546,United Kingdom,9,9,11,35.65
C556414,2011-06-10 12:14:00,13985,United Kingdom,2,2,8,35.6
C493851,2010-01-07 15:44:00,13905,United Kingdom,2,2,5,35.5
C514162,2010-06-30 15:32:00,16283,United Kingdom,6,6,8,35.5
C541964,2011-01-24 13:13:00,15291,United Kingdom,1,1,21,35.49
C510236,2010-05-28 09:50:00,13418,United Kingdom,2,2,4,35.45
C517466,2010-07-29 11:46:00,13288,United Kingdom,2,2,3,35.45
C507219,2010-05-06 19:14:00,14713,United Kingdom,5,5,7,35.45
C553025,2011-05-12 19:33:00,13971,United Kingdom,5,5,16,35.440000000000005
C499821,2010-03-02 16:09:00,12663,Germany,1,1,12,35.400000000000006
C544413,2011-02-18 14:36:00,14760,United Kingdom,2,2,12,35.400000000000006
C527915,2010-10-19 13:07:00,13093,United Kingdom,1,1,12,35.400000000000006
C527621,2010-10-18 13:47:00,13368,United Kingdom,1,1,12,35.400000000000006
C543042,2011-02-02 17:09:00,17337,United Kingdom,1,1,12,35.400000000000006
C539600,2010-12-20 13:57:00,13329,United Kingdom,1,1,12,35.400000000000006
C509778,2010-05-25 16:53:00,16658,United Kingdom,1,1,12,35.400000000000006
C554152,2011-05-23 11:21:00,18257,United Kingdom,1,1,12,35.400000000000006
C499413,2010-02-26 15:52:00,16807,United Kingdom,1,1,12,35.400000000000006
C575044,2011-11-08 12:07:00,14948,United Kingdom,1,1,12,35.400000000000006
C510815,2010-06-03 19:42:00,17448,United Kingdom,4,4,12,35.400000000000006
C580764,2011-12-06 10:38:00,14562,United Kingdom,1,1,12,35.400000000000006
C539301,2010-12-16 17:33:00,13496,United Kingdom,1,1,12,35.400000000000006
C538717,2010-12-14 11:09:00,18141,United Kingdom,1,1,12,35.400000000000006
C493078,2009-12-22 09:51:00,17411,United Kingdom,2,2,12,35.400000000000006
C580392,2011-12-04 10:46:00,16283,United Kingdom,1,1,12,35.400000000000006
C534533,2010-11-23 12:06:00,12380,Belgium,3,3,12,35.400000000000006
C559334,2011-07-07 15:50:00,16581,United Kingdom,2,2,12,35.400000000000006
C567541,2011-09-21 10:15:00,15498,United Kingdom,2,2,12,35.400000000000006
C504706,2010-04-15 19:45:00,13542,United Kingdom,3,3,3,35.4
C491260,2009-12-10 15:01:00,15916,United Kingdom,3,3,4,35.4
C492829,2009-12-20 15:14:00,17677,United Kingdom,3,3,20,35.3
C571029,2011-10-13 12:23:00,13035,United Kingdom,3,3,17,35.25
C572831,2011-10-26 11:37:00,14895,United Kingdom,2,2,13,35.2
C557405,2011-06-20 11:28:00,12708,Germany,4,4,8,35.14
C539054,2010-12-15 16:34:00,17044,United Kingdom,3,3,6,35.1
C498781,2010-02-23 10:50:00,12647,Germany,2,2,10,35.1
C502729,2010-03-26 11:41:00,15443,United Kingdom,2,2,36,35.04
C500090,2010-03-04 12:03:00,17763,United Kingdom,6,6,14,35.0
C580740,2011-12-06 09:25:00,12479,Germany,2,2,28,35.0
C526671,2010-10-12 16:03:00,16422,United Kingdom,1,1,700,35.0
C523988,2010-09-26 14:14:00,15101,United Kingdom,1,1,1,34.95
C502295,2010-03-24 08:58:00,18223,United Kingdom,6,6,21,34.95
C516604,2010-07-21 14:22:00,17680,United Kingdom,1,1,1,34.95
C527934,2010-10-19 13:35:00,12921,United Kingdom,3,3,7,34.95
C569320,2011-10-03 12:19:00,15301,United Kingdom,2,2,4,34.9
C534727,2010-11-23 18:42:00,13624,United Kingdom,2,2,6,34.9
C543763,2011-02-11 15:14:00,13050,United Kingdom,2,2,3,34.849999999999994
C543109,2011-02-03 12:39:00,12775,Netherlands,1,1,24,34.8
C539655,2010-12-20 17:07:00,13089,United Kingdom,1,1,24,34.8
C548915,2011-04-05 09:53:00,12668,Germany,2,2,24,34.8
C567332,2011-09-19 14:52:00,13767,United Kingdom,3,3,6,34.8
C545852,2011-03-07 13:49:00,14048,United Kingdom,3,3,14,34.8
C530305,2010-11-02 13:15:00,16255,United Kingdom,1,1,24,34.8
C530179,2010-11-02 10:23:00,13648,United Kingdom,3,3,23,34.75
C524576,2010-09-29 16:05:00,12524,Germany,2,2,5,34.75
C524114,2010-09-27 13:41:00,16531,United Kingdom,2,2,5,34.75
C559882,2011-07-13 11:34:00,16156,United Kingdom,1,1,12,34.68
C573010,2011-10-27 12:29:00,13735,United Kingdom,3,3,13,34.65
C571507,2011-10-17 15:24:00,13919,Denmark,5,5,37,34.65
C540377,2011-01-06 17:31:00,16656,United Kingdom,2,2,15,34.65
C491013,2009-12-08 18:28:00,14911,EIRE,3,3,8,34.6
C504561,2010-04-14 13:59:00,17469,United Kingdom,3,3,8,34.599999999999994
C576850,2011-11-16 15:40:00,13924,United Kingdom,4,4,7,34.55
C531455,2010-11-08 13:17:00,12681,France,2,2,5,34.55
C504343,2010-04-13 09:16:00,13050,United Kingdom,4,4,7,34.55
C491618,2009-12-11 14:08:00,14627,United Kingdom,5,5,10,34.5
C559007,2011-07-05 12:42:00,13534,United Kingdom,2,2,13,34.38
C518264,2010-08-05 19:01:00,18075,United Kingdom,3,3,5,34.35
C511312,2010-06-07 16:17:00,13995,United Kingdom,4,4,15,34.35
C494365,2010-01-13 16:06:00,16057,United Kingdom,4,4,4,34.349999999999994
C499380,2010-02-26 12:04:00,12854,United Kingdom,4,4,15,34.2
C579902,2011-12-01 08:39:00,13365,United Kingdom,4,4,9,34.150000000000006
C495186,2010-01-21 14:30:00,15311,United Kingdom,8,8,11,34.15
C495964,2010-01-28 10:43:00,12531,Germany,6,6,15,34.15
C558727,2011-07-01 14:35:00,12709,Germany,6,6,7,34.129999999999995
C491461,2009-12-11 11:35:00,17581,United Kingdom,4,4,6,34.099999999999994
C498784,2010-02-23 10:58:00,12755,Japan,19,19,19,34.06
C524844,2010-09-30 18:19:00,14269,United Kingdom,4,4,9,34.05
C521919,2010-09-09 14:16:00,12621,Germany,1,1,4,34.0
C548375,2011-03-30 16:39:00,14256,United Kingdom,1,1,4,34.0
C505390,2010-04-22 09:32:00,18064,United Kingdom,1,1,40,34.0
C501170,2010-03-15 10:20:00,12495,Sweden,2,2,4,34.0
C548341,2011-03-30 14:30:00,13089,United Kingdom,1,1,4,34.0
C505021,2010-04-19 14:10:00,,United Kingdom,1,1,1,34.0
C550358,2011-04-18 10:37:00,13113,United Kingdom,1,1,4,34.0
C518258,2010-08-05 18:17:00,17049,United Kingdom,1,1,4,34.0
C527476,2010-10-18 11:29:00,17667,United Kingdom,1,1,4,34.0
C537333,2010-12-06 12:00:00,12474,Germany,1,1,4,34.0
C521021,2010-09-01 15:09:00,16103,United Kingdom,1,1,4,34.0
C521017,2010-09-01 15:04:00,16133,United Kingdom,1,1,4,34.0
C541705,2011-01-21 10:29:00,13854,United Kingdom,1,1,4,34.0
C546773,2011-03-16 15:42:00,14505,United Kingdom,2,2,4,34.0
C569946,2011-10-06 18:16:00,16462,United Kingdom,1,1,4,34.0
C530057,2010-11-01 11:22:00,16163,United Kingdom,1,1,4,34.0
C569963,2011-10-06 18:45:00,13131,United Kingdom,2,2,4,34.0
C569112,2011-09-30 12:47:00,17405,United Kingdom,7,7,12,33.96
C549051,2011-04-06 10:17:00,14747,United Kingdom,1,1,2,33.9
C509626,2010-05-25 09:54:00,14442,Channel Islands,1,1,2,33.9
C491626,2009-12-11 14:31:00,16512,United Kingdom,1,1,2,33.9
C538734,2010-12-14 11:24:00,16810,United Kingdom,1,1,2,33.9
C527661,2010-10-18 14:25:00,13663,United Kingdom,2,2,2,33.9
C534867,2010-11-24 14:26:00,13883,United Kingdom,1,1,2,33.9
C528171,2010-10-21 10:06:00,14644,United Kingdom,2,2,2,33.9
C548387,2011-03-30 16:49:00,14794,United Kingdom,1,1,2,33.9
C532009,2010-11-10 12:42:00,14180,United Kingdom,1,1,2,33.9
C540393,2011-01-06 18:08:00,17428,United Kingdom,5,5,8,33.9
C535362,2010-11-25 17:23:00,13078,United Kingdom,2,2,4,33.8
C499888,2010-03-03 11:22:00,12426,Germany,5,5,7,33.8
C562097,2011-08-02 13:19:00,15311,United Kingdom,9,9,12,33.760000000000005
C520994,2010-09-01 13:32:00,16670,United Kingdom,1,1,5,33.75
C542404,2011-01-27 16:08:00,13534,United Kingdom,3,3,5,33.75
C524560,2010-09-29 14:39:00,14825,United Kingdom,2,2,5,33.75
C506257,2010-04-28 14:20:00,17965,United Kingdom,3,3,5,33.75
C513595,2010-06-27 11:11:00,15998,United Kingdom,4,4,5,33.75
C506828,2010-05-04 13:10:00,13042,United Kingdom,1,1,5,33.75
C514010,2010-06-30 10:04:00,14738,United Kingdom,1,1,5,33.75
