description_id,classification_text,description,product_category,confidence,classification_method,llm_product_category,llm_confidence,rule_category,qa_rule_category
1216,DOT MATRIX CANVAS ART PICTURE,DOT MATRIX CANVAS ART PICTURE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1217,DOTCOMGIFTSHOP GIFT VOUCHER £100.00,DOTCOMGIFTSHOP GIFT VOUCHER £100.00,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
1218,DOTCOMGIFTSHOP TEA TOWEL,DOTCOMGIFTSHOP TEA TOWEL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1219,DOTS IRONING BOARD COVER,DOTS IRONING BOARD COVER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1220,DOUGHNUT LIP GLOSS,DOUGHNUT LIP GLOSS,Bathroom & Personal Care,High,QA keyword correction,Other / Unclear,Medium,,Bathroom & Personal Care
1221,DOVE DECORATION PAINTED ZINC,DOVE DECORATION PAINTED ZINC,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1222,DR WHO TOP TRUMPS GAME,DR WHO TOP TRUMPS GAME,Toys & Children,High,LLM only,Toys & Children,High,,
1223,DR. JAM'S AROUZER STRESS BALL,DR. JAM'S AROUZER STRESS BALL,Toys & Children,High,LLM only,Toys & Children,High,,
1224,DRAGONS BLOOD INCENSE,DRAGONS BLOOD INCENSE,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
1225,DRAWER KNOB CERAMIC BLACK,DRAWER KNOB CERAMIC BLACK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1226,DRAWER KNOB CERAMIC IVORY,DRAWER KNOB CERAMIC IVORY,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1227,DRAWER KNOB CERAMIC RED,DRAWER KNOB CERAMIC RED,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1228,DRAWER KNOB CRACKLE GLAZE BLUE,DRAWER KNOB CRACKLE GLAZE BLUE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1229,DRAWER KNOB CRACKLE GLAZE GREEN,DRAWER KNOB CRACKLE GLAZE GREEN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1230,DRAWER KNOB CRACKLE GLAZE IVORY,DRAWER KNOB CRACKLE GLAZE IVORY,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1231,DRAWER KNOB CRACKLE GLAZE PINK,DRAWER KNOB CRACKLE GLAZE PINK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1232,DRAWER KNOB VINTAGE GLASS BALL,DRAWER KNOB VINTAGE GLASS BALL,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1233,DRAWER KNOB VINTAGE GLASS HEXAGON,DRAWER KNOB VINTAGE GLASS HEXAGON,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1234,DRAWER KNOB VINTAGE GLASS STAR,DRAWER KNOB VINTAGE GLASS STAR,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1235,DROP DIAMANTE EARRINGS BLACK DIAMON,DROP DIAMANTE EARRINGS BLACK DIAMON,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1236,DROP DIAMANTE EARRINGS CRYSTAL,DROP DIAMANTE EARRINGS CRYSTAL,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1237,DROP DIAMANTE EARRINGS GREEN,DROP DIAMANTE EARRINGS GREEN,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1238,DROP DIAMANTE EARRINGS PURPLE,DROP DIAMANTE EARRINGS PURPLE,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1239,DROP EARRINGS W FLOWER & LEAF,DROP EARRINGS W FLOWER & LEAF,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1240,DUCK SOCK PUPPET,DUCK SOCK PUPPET,Toys & Children,High,LLM only,Toys & Children,High,,
1241,DUSTY PINK CHRISTMAS TREE 30CM,DUSTY PINK CHRISTMAS TREE 30CM,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1242,DUSTY PINK CHRISTMAS TREE 60CM,DUSTY PINK CHRISTMAS TREE 60CM,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1243,EASTER BUNNIES ON A STICK,EASTER BUNNIES ON A STICK,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1244,EASTER BUNNY GARLAND OF FLOWERS,EASTER BUNNY GARLAND OF FLOWERS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1245,EASTER BUNNY HANGING GARLAND,EASTER BUNNY HANGING GARLAND,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1246,EASTER BUNNY WITH BASKET ON BACK,EASTER BUNNY WITH BASKET ON BACK,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1247,EASTER BUNNY WREATH,EASTER BUNNY WREATH,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1248,EASTER CRAFT 4 CHICKS,EASTER CRAFT 4 CHICKS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1249,EASTER CRAFT IVY WREATH WITH CHICK,EASTER CRAFT IVY WREATH WITH CHICK,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1250,EASTER DECORATION EGG BUNNY,EASTER DECORATION EGG BUNNY,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1251,EASTER DECORATION HANGING BUNNY,EASTER DECORATION HANGING BUNNY,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1252,EASTER DECORATION NATURAL CHICK,EASTER DECORATION NATURAL CHICK,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1253,EASTER DECORATION SITTING BUNNY,EASTER DECORATION SITTING BUNNY,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1254,EASTER TIN BUCKET,EASTER TIN BUCKET,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1255,EASTER TIN BUNNY BOUQUET,EASTER TIN BUNNY BOUQUET,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1256,EASTER TIN CHICKS IN GARDEN,EASTER TIN CHICKS IN GARDEN,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1257,EASTER TIN CHICKS PINK DAISY,EASTER TIN CHICKS PINK DAISY,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1258,EASTER TIN KEEPSAKE,EASTER TIN KEEPSAKE,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1259,EASTER TREE YELLOW BIRDS,EASTER TREE YELLOW BIRDS,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1260,EAU DE NIL LOVE BIRD CANDLE,EAU DE NIL LOVE BIRD CANDLE,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
1261,EAU DE NILE HEART SHAPE PHOTO FRAME,EAU DE NILE HEART SHAPE PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1262,EAU DE NILE JEWELLED PHOTOFRAME,EAU DE NILE JEWELLED PHOTOFRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1263,EAU DE NILE JEWELLED T-LIGHT HOLDER,EAU DE NILE JEWELLED T-LIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
1264,ECONOMY HOLIDAY PURSE,ECONOMY HOLIDAY PURSE,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
1265,ECONOMY LUGGAGE TAG,ECONOMY LUGGAGE TAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
1266,ECONOMY PASSPORT COVER,ECONOMY PASSPORT COVER,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
1267,EDWARDIAN 2 DRAWER WALL CABINET,EDWARDIAN 2 DRAWER WALL CABINET,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1268,EDWARDIAN DROP EARRINGS JET BLACK,EDWARDIAN DROP EARRINGS JET BLACK,Fashion & Personal Accessories,High,LLM only,Fashion & Personal Accessories,High,,
1269,EDWARDIAN HEART PHOTO FRAME,EDWARDIAN HEART PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1270,EDWARDIAN PARASOL BLACK,EDWARDIAN PARASOL BLACK,Fashion & Personal Accessories,High,QA keyword correction,Home Decor & Furnishings,High,,Fashion & Personal Accessories
1271,EDWARDIAN PARASOL NATURAL,EDWARDIAN PARASOL NATURAL,Fashion & Personal Accessories,High,QA rule agreement,Fashion & Personal Accessories,High,,Fashion & Personal Accessories
1272,EDWARDIAN PARASOL PINK,EDWARDIAN PARASOL PINK,Fashion & Personal Accessories,High,QA rule agreement,Fashion & Personal Accessories,High,,Fashion & Personal Accessories
1273,EDWARDIAN PARASOL RED,EDWARDIAN PARASOL RED,Fashion & Personal Accessories,High,QA rule agreement,Fashion & Personal Accessories,High,,Fashion & Personal Accessories
1274,EDWARDIAN PHOTO FRAME,EDWARDIAN PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1275,EDWARDIAN TOILET ROLL UNIT,EDWARDIAN TOILET ROLL UNIT,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
1276,EGG CUP HENRIETTA HEN CREAM,EGG CUP HENRIETTA HEN CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1277,EGG CUP HENRIETTA HEN PINK,EGG CUP HENRIETTA HEN PINK,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1278,EGG CUP MILKMAID HEIDI,EGG CUP MILKMAID HEIDI,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1279,EGG CUP MILKMAID HELGA,EGG CUP MILKMAID HELGA,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1280,EGG CUP MILKMAID INGRID,EGG CUP MILKMAID INGRID,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1281,EGG CUP NATURAL CHICKEN,EGG CUP NATURAL CHICKEN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1282,EGG FRYING PAN BLUE,EGG FRYING PAN BLUE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1283,EGG FRYING PAN IVORY,EGG FRYING PAN IVORY,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1284,EGG FRYING PAN MINT,EGG FRYING PAN MINT,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1285,EGG FRYING PAN PINK,EGG FRYING PAN PINK,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1286,EGG FRYING PAN RED,EGG FRYING PAN RED,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1287,EIGHT PIECE CREEPY CRAWLIE SET,EIGHT PIECE CREEPY CRAWLIE SET,Toys & Children,High,LLM only,Toys & Children,High,,
1288,EIGHT PIECE DINOSAUR SET,EIGHT PIECE DINOSAUR SET,Toys & Children,High,LLM only,Toys & Children,High,,
1289,EIGHT PIECE SNAKE SET,EIGHT PIECE SNAKE SET,Toys & Children,High,LLM only,Toys & Children,High,,
1290,ELECTRONIC TALKING BREATH-A-LOSER,ELECTRONIC TALKING BREATH-A-LOSER,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
1291,ELEPHANT CARNIVAL POUFFE,ELEPHANT CARNIVAL POUFFE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1292,ELEPHANT CLIP W SUCTION CUP,ELEPHANT CLIP W SUCTION CUP,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1293,ELEPHANT TOY WITH BLUE T-SHIRT,ELEPHANT TOY WITH BLUE T-SHIRT,Toys & Children,High,LLM only,Toys & Children,High,,
1294,"ELEPHANT, BIRTHDAY CARD,","ELEPHANT, BIRTHDAY CARD,",Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1295,ELVIS WALLHANGING / CURTAIN,ELVIS WALLHANGING / CURTAIN,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1296,EMBOSSED FLOWER TRELLIS PHOTO FRAME,EMBOSSED FLOWER TRELLIS PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1297,EMBOSSED GLASS TEALIGHT HOLDER,EMBOSSED GLASS TEALIGHT HOLDER,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
1298,EMBOSSED HEART 3 DRAWER SHELF,EMBOSSED HEART 3 DRAWER SHELF,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1299,EMBOSSED HEART TRINKET BOX,EMBOSSED HEART TRINKET BOX,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1300,EMBROIDERED REINDEER DECORATION,EMBROIDERED REINDEER DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1301,EMBROIDERED RIBBON REEL CLAIRE,EMBROIDERED RIBBON REEL CLAIRE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1302,EMBROIDERED RIBBON REEL DAISY,EMBROIDERED RIBBON REEL DAISY,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1303,EMBROIDERED RIBBON REEL EMILY,EMBROIDERED RIBBON REEL EMILY,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1304,EMBROIDERED RIBBON REEL RACHEL,EMBROIDERED RIBBON REEL RACHEL,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1305,EMBROIDERED RIBBON REEL REBECCA,EMBROIDERED RIBBON REEL REBECCA,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1306,EMBROIDERED RIBBON REEL ROSIE,EMBROIDERED RIBBON REEL ROSIE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1307,EMBROIDERED RIBBON REEL RUBY,EMBROIDERED RIBBON REEL RUBY,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1308,EMBROIDERED RIBBON REEL SALLY,EMBROIDERED RIBBON REEL SALLY,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1309,EMBROIDERED RIBBON REEL SOPHIE,EMBROIDERED RIBBON REEL SOPHIE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1310,EMBROIDERED RIBBON REEL SUSIE,EMBROIDERED RIBBON REEL SUSIE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1311,EMERGENCY FIRST AID TIN,EMERGENCY FIRST AID TIN,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
1312,EMPIRE BIRTHDAY CARD,EMPIRE BIRTHDAY CARD,Seasonal & Celebrations,High,LLM + rule agreement,Seasonal & Celebrations,High,Seasonal & Celebrations,
1313,EMPIRE DESIGN ROSETTE,EMPIRE DESIGN ROSETTE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1314,EMPIRE GIFT WRAP,EMPIRE GIFT WRAP,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1315,EMPIRE TEDDY,EMPIRE TEDDY,Toys & Children,High,LLM only,Toys & Children,High,,
1316,EMPIRE TISSUE BOX,EMPIRE TISSUE BOX,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
1317,EMPIRE UNION JACK TV DINNER TRAY,EMPIRE UNION JACK TV DINNER TRAY,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1318,ENAMEL BLUE RIM BISCUIT BIN,ENAMEL BLUE RIM BISCUIT BIN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1319,ENAMEL BLUE RIM COFFEE CONTAINER,ENAMEL BLUE RIM COFFEE CONTAINER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1320,ENAMEL BLUE RIM OVAL TRAY SET/2,ENAMEL BLUE RIM OVAL TRAY SET/2,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1321,ENAMEL BLUE RIM TEA CONTAINER,ENAMEL BLUE RIM TEA CONTAINER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1322,ENAMEL BREAD BIN CREAM,ENAMEL BREAD BIN CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1323,ENAMEL COLANDER CREAM,ENAMEL COLANDER CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1324,ENAMEL FIRE BUCKET CREAM,ENAMEL FIRE BUCKET CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1325,ENAMEL FLOWER JUG CREAM,ENAMEL FLOWER JUG CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1326,ENAMEL MEASURING JUG CREAM,ENAMEL MEASURING JUG CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1327,ENAMEL PINK COFFEE CONTAINER,ENAMEL PINK COFFEE CONTAINER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1328,ENAMEL PINK SUGAR CONTAINER,ENAMEL PINK SUGAR CONTAINER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1329,ENAMEL PINK TEA CONTAINER,ENAMEL PINK TEA CONTAINER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1330,ENAMEL WASH BOWL CREAM,ENAMEL WASH BOWL CREAM,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1331,ENAMEL WATERING CAN CREAM,ENAMEL WATERING CAN CREAM,Garden & Outdoor,High,LLM + rule agreement,Garden & Outdoor,High,Garden & Outdoor,
1332,ENCHANTED BIRD COATHANGER 5 HOOK,ENCHANTED BIRD COATHANGER 5 HOOK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1333,ENCHANTED BIRD PLANT CAGE,ENCHANTED BIRD PLANT CAGE,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1334,ENCHANTED GARDEN WROUGHT IRON TABLE,ENCHANTED GARDEN WROUGHT IRON TABLE,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
1335,ENGLISH ROSE DESIGN PEG BAG,ENGLISH ROSE DESIGN PEG BAG,"Bags, Storage & Travel",High,LLM only,"Bags, Storage & Travel",High,,
1336,ENGLISH ROSE DESIGN QUILTED THROW,ENGLISH ROSE DESIGN QUILTED THROW,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1337,ENGLISH ROSE DESIGN SHOPPING BAG,ENGLISH ROSE DESIGN SHOPPING BAG,"Bags, Storage & Travel",High,LLM + rule agreement,"Bags, Storage & Travel",High,"Bags, Storage & Travel",
1338,ENGLISH ROSE EDWARDIAN PARASOL,ENGLISH ROSE EDWARDIAN PARASOL,Fashion & Personal Accessories,High,QA keyword correction,Home Decor & Furnishings,High,,Fashion & Personal Accessories
1339,ENGLISH ROSE GARDEN SECATEURS,ENGLISH ROSE GARDEN SECATEURS,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
1340,ENGLISH ROSE HOT WATER BOTTLE,ENGLISH ROSE HOT WATER BOTTLE,Bathroom & Personal Care,High,QA rule agreement,Bathroom & Personal Care,High,,Bathroom & Personal Care
1341,ENGLISH ROSE IRONING BOARD COVER,ENGLISH ROSE IRONING BOARD COVER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1342,ENGLISH ROSE METAL WASTE BIN,ENGLISH ROSE METAL WASTE BIN,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1343,ENGLISH ROSE MUG IN GIFT BOX,ENGLISH ROSE MUG IN GIFT BOX,Kitchen & Dining,High,LLM + rule agreement,Kitchen & Dining,High,Kitchen & Dining,
1344,ENGLISH ROSE NOTEBOOK A6 SIZE,ENGLISH ROSE NOTEBOOK A6 SIZE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1345,ENGLISH ROSE NOTEBOOK A7 SIZE,ENGLISH ROSE NOTEBOOK A7 SIZE,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1346,ENGLISH ROSE PHOTO FRAME,ENGLISH ROSE PHOTO FRAME,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1347,ENGLISH ROSE SCENTED HANGING FLOWER,ENGLISH ROSE SCENTED HANGING FLOWER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1348,ENGLISH ROSE SCENTED HANGING HEART,ENGLISH ROSE SCENTED HANGING HEART,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1349,ENGLISH ROSE SCISSORS,ENGLISH ROSE SCISSORS,Other / Unclear,Medium,LLM only,Other / Unclear,Medium,,
1350,ENGLISH ROSE SET/3 GARDEN TOOLS,ENGLISH ROSE SET/3 GARDEN TOOLS,Garden & Outdoor,High,LLM only,Garden & Outdoor,High,,
1351,ENGLISH ROSE SMALL SCENTED FLOWER,ENGLISH ROSE SMALL SCENTED FLOWER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1352,ENGLISH ROSE SPIRIT LEVEL,ENGLISH ROSE SPIRIT LEVEL,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1353,ENGLISH ROSE SQUARE CAKE TINS,ENGLISH ROSE SQUARE CAKE TINS,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1354,ENGLISH ROSE TABLE CLOCK,ENGLISH ROSE TABLE CLOCK,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1355,ENGLISH ROSE TABLE CLOTH,ENGLISH ROSE TABLE CLOTH,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1356,ENGLISH ROSE TAPE MEASURE,ENGLISH ROSE TAPE MEASURE,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1357,ENGLISH ROSE TEA FOR ONE GIFT BOX,ENGLISH ROSE TEA FOR ONE GIFT BOX,Food & Beverage,High,LLM only,Food & Beverage,High,,
1358,ENGLISH ROSE TEA SET IN GIFT BOX,ENGLISH ROSE TEA SET IN GIFT BOX,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1359,ENGLISH ROSE TORCH,ENGLISH ROSE TORCH,Lighting & Candles,High,LLM only,Lighting & Candles,High,,
1360,ENVELOPE 50 BLOSSOM IMAGES,ENVELOPE 50 BLOSSOM IMAGES,Other / Unclear,Low,LLM only,Other / Unclear,Low,,
1361,ENVELOPE 50 CURIOUS IMAGES,ENVELOPE 50 CURIOUS IMAGES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1362,ENVELOPE 50 ROMANTIC IMAGES,ENVELOPE 50 ROMANTIC IMAGES,"Stationery, Crafts & Wrapping",High,LLM only,"Stationery, Crafts & Wrapping",High,,
1363,ESSENTIAL BALM 3.5G TIN IN ENVELOPE,ESSENTIAL BALM 3.5G TIN IN ENVELOPE,Bathroom & Personal Care,High,LLM only,Bathroom & Personal Care,High,,
1364,ETCHED GLASS BIRD TREE DECORATION,ETCHED GLASS BIRD TREE DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1365,ETCHED GLASS COASTER,ETCHED GLASS COASTER,Kitchen & Dining,High,LLM only,Kitchen & Dining,High,,
1366,ETCHED GLASS DROPLET DECORATION,ETCHED GLASS DROPLET DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1367,ETCHED GLASS HEART TREE DECORATION,ETCHED GLASS HEART TREE DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1368,ETCHED GLASS STAR TREE DECORATION,ETCHED GLASS STAR TREE DECORATION,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1369,EUCALYPTUS & PINECONE WREATH,EUCALYPTUS & PINECONE WREATH,Seasonal & Celebrations,High,LLM only,Seasonal & Celebrations,High,,
1370,EURO FOOTBALL STARS TOP TRUMPS GAME,EURO FOOTBALL STARS TOP TRUMPS GAME,Toys & Children,High,LLM only,Toys & Children,High,,
1371,F FAIRY POTPOURRI CUSHIONS LAVENDER,F FAIRY POTPOURRI CUSHIONS LAVENDER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1372,F FAIRY POTPOURRI CUSHIONS SUMMER,F FAIRY POTPOURRI CUSHIONS SUMMER,Home Decor & Furnishings,High,LLM only,Home Decor & Furnishings,High,,
1373,F.FAIRY S/3 CANDLE/GLASS,F.FAIRY S/3 CANDLE/GLASS,Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
1374,"F.FAIRY S/3 CANDLE/GLASS, ROSE","F.FAIRY S/3 CANDLE/GLASS, ROSE",Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
1375,"F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY","F.FAIRY S/3 CANDLE/GLASS,LILY/VALLY",Lighting & Candles,High,LLM + rule agreement,Lighting & Candles,High,Lighting & Candles,
